0 89.4
1 109.88
2 98.66
3 90.06
4 105.3
5 73.42
6 92.62
7 110.1
8 90
9 86.4
10 89.16
11 127.42
12 72.26
13 83.2
14 141.76
15 101.1
16 104.26
17 95.08
18 86.44
19 126.6
20 92.54
21 120.34
22 103.2
23 90.18
24 104.7
25 97.18
26 120.86
27 87.76
28 112.8
29 130
30 104.18
31 98.6
32 115.36
33 83.18
34 114.54
35 116.16
36 105.3
37 111.3
38 79.78
39 101
40 77.28
41 99.38
42 96.46
43 112.28
44 113.02
45 118.88
46 75.94
47 90.22
48 90.02
49 97.74
50 102.48
51 110.44
52 87.44
53 91.56
54 109.86
55 102.12
56 93.3
57 92.42
58 77.34
59 115.26
60 109.22
61 70.12
62 93.58
63 129.48
64 81.68
65 102.2
66 110.76
67 91.3
68 113.64
69 101.7
70 90.34
71 103.7
72 86.48
73 111.12
74 92.6
75 120.26
76 106.16
77 97.9
78 120.28
79 89.68
80 95.42
81 101.58
82 101.88
83 93.14
84 100.68
85 66.26
86 104.78
87 105.9
88 92.32
89 96.96
90 105.36
91 99
92 111.4
93 74.42
94 95.9
95 119.4
96 92.14
97 103.12
98 89.3
99 129.14
