inf	0
0.561208	0.0153039
0.412071	0.0106188
0.359714	0.0089817
0.335981	0.00702883
0.32297	0.00575009
0.31438	0.00487071
0.308301	0.00422843
0.301513	0.00412008
0.297282	0.00371333
0.293115	0.00353
0.290968	0.00323226
0.289522	0.00302028
0.287187	0.0028552
0.284633	0.00284587
0.283081	0.00267564
0.281344	0.00258255
0.280082	0.00245001
0.279922	0.00241167
0.278034	0.00252015
0.277295	0.00239752
0.277328	0.0023716
0.277388	0.00234582
0.277343	0.00229247
0.276612	0.00221193
0.275331	0.00227288
0.274355	0.00225469
0.27409	0.00217535
0.273788	0.00209951
0.273098	0.00205879
0.272664	0.00199527
0.271795	0.00201332
0.271649	0.00195481
0.271354	0.00189697
0.271893	0.00198915
0.272079	0.00197345
0.272008	0.00192413
0.271881	0.00187413
0.271458	0.00183972
0.271113	0.00180053
0.270795	0.00176204
0.270262	0.00175748
0.269843	0.00173557
0.269641	0.00169656
0.269096	0.00170531
0.269398	0.00172135
0.269367	0.00168698
0.270225	0.00191002
0.270502	0.00191005
0.270439	0.00187209
0.269948	0.001873
0.26952	0.00186397
0.269988	0.00191128
0.269763	0.00187976
0.270243	0.0019289
0.270023	0.00189851
0.270229	0.00188693
0.269969	0.00186229
0.270237	0.00186225
0.269842	0.00185734
0.269688	0.00182829
0.269478	0.00180363
0.269255	0.00178118
0.269663	0.00181461
0.269621	0.00178663
0.269599	0.00175984
0.269321	0.00174636
0.269304	0.00172101
0.268931	0.00172413
0.268782	0.00170174
0.268736	0.00167762
0.268303	0.00169597
0.268001	0.00169074
0.26778	0.00167624
0.267402	0.00168521
0.267414	0.00166391
0.267559	0.00165299
0.267522	0.00163168
0.267876	0.00165813
0.267829	0.00163728
0.26773	0.00161791
0.267742	0.00159891
0.267498	0.00159235
0.267627	0.00158199
0.267479	0.00156702
0.267566	0.00155351
0.267376	0.00154308
0.26722	0.00153005
0.26688	0.00154259
0.266754	0.00152811
0.266854	0.00151697
0.266968	0.00150733
0.26686	0.00149296
0.266573	0.00149864
0.266491	0.00148366
0.266398	0.00146945
0.266241	0.00145979
0.266533	0.00147938
0.266275	0.00148207
0.266211	0.00146762
0.266022	0.0014619
0.265855	0.00145427
0.265955	0.00144546
0.266001	0.00143326
0.26612	0.00142657
0.266151	0.00141411
0.266044	0.00140322
0.266059	0.00139067
0.265977	0.00137911
0.265835	0.00137164
0.265674	0.00136618
0.265422	0.00137298
0.265312	0.00136366
0.265175	0.00135651
0.26508	0.00134672
0.265065	0.00133507
0.264948	0.00132711
0.265191	0.00134118
0.265135	0.00133035
